restaurant,period,forecast_origin,target_date,q025,q05,q20,q25,q35,median,q65,q75,q80,q95,q975,predictive_sd,lead_days,actual_sales,actual_available,run_id
fscoffee,historical_model_estimate,2025-02-28,2024-03-17,11600.077853740775,11806.335427077885,12286.543812752636,12372.046330366447,12496.88610775132,12682.093833629773,12878.796138162072,13011.854901863033,13128.215879332025,13544.654416708276,13690.280707654118,535.3099104875264,-348,12492.499019674828,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-17,12217.562225941867,12395.30632575452,12840.30759110682,12929.958056663218,13110.148808454087,13334.620966804086,13540.375754014001,13701.233191719308,13758.463598590472,14223.882474850923,14422.866819930035,569.3553841249201,-348,13245.942071481948,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-17,10322.957292193349,10514.445832052625,10974.178682850468,11065.536697384021,11193.059769701013,11390.848767422227,11601.062550663979,11806.108765132481,11891.48453809377,12302.01338028575,12477.10710056358,553.2332985048507,-348,9758.80816364055,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-18,42661.14828232772,42886.29497514648,43714.986589516404,43872.04009968259,44246.20434023569,44661.35642753291,45090.650577942244,45465.46226443799,45636.07257012991,46667.56935771735,46896.148390936454,1125.5226334355561,-347,44432.34777244193,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-18,6708.595237648247,6929.601199993552,7451.435617790625,7565.781715206846,7777.799320535612,8015.9979447564965,8253.536503169065,8439.96655394161,8551.339215155129,9142.996384973954,9456.224588231054,672.8421227516525,-347,8129.785069338148,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-18,12549.720564939103,12721.448450363978,13131.75425976388,13232.664570487686,13398.382627461418,13597.211291731444,13817.87694849961,13961.591101227097,14038.325189919617,14466.80947537945,14646.308725120862,555.8008823555931,-347,13350.237116875953,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-18,11331.301179293343,11507.7654053794,11959.446574707084,12054.717585699673,12206.78407883538,12429.489848662895,12654.846302009879,12819.824010697974,12905.9294271234,13423.977278833381,13551.03651331539,570.9214818484481,-347,12276.893712865449,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-18,9504.244691601347,9650.288376062952,10130.468342910786,10215.716139849053,10418.447344447952,10651.7232057,10863.539448362135,11036.650204695845,11134.349834393448,11523.556317451337,11738.99325783074,570.3612927379355,-347,10675.431873362382,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-19,42876.75291992766,43264.94764227877,44081.988296873744,44257.16315971497,44564.8841035899,45052.03850641796,45496.72192923054,45827.4505912513,46078.30802993601,46988.7001433878,47329.33954940329,1155.0978991725624,-346,44098.00906433427,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-19,6834.079495181909,6996.386191745407,7511.219870037935,7610.120977301258,7810.197464721179,8056.407959675202,8332.058858286766,8475.540039504738,8598.637513135545,9065.360529545851,9282.133338668815,633.1455028499771,-346,6267.316098537855,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-19,12743.593094866486,12923.272292744634,13417.086162596124,13513.447709327564,13661.128675603115,13880.38632092925,14065.721031190162,14207.978970884324,14302.5877904536,14714.16187929577,14917.547867586858,550.9100509585941,-346,14398.03875731786,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-19,10454.461371714604,10631.006991351162,11093.084596830051,11171.744138071535,11314.182335647794,11500.331376550705,11702.13767758516,11835.783603543761,11947.199816412856,12360.397671368317,12534.452557095065,535.105507171348,-346,12294.741543772288,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-19,10567.98615993029,10750.343525559772,11158.83250061442,11237.032973024568,11382.796987824075,11637.212384847342,11880.851109621673,12035.083194577437,12123.269014979041,12608.72609333195,12793.456450500065,564.6022118333947,-346,11137.912664706266,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-20,45094.73012874309,45408.54389667827,46321.95747172844,46511.75424412047,46797.605005646365,47178.7525142456,47616.99792403041,47978.1909102529,48179.70612589716,49085.16771532651,49415.45221558286,1114.0942388509966,-345,49098.39634541674,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-20,7699.304214806536,7917.787573059142,8470.197713886679,8576.800062645627,8747.918010936733,8978.657869575805,9250.207386909982,9442.131547141787,9548.114819361406,10096.844428761122,10298.444000938627,657.0956474049809,-345,9804.165122305016,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-20,12892.431623369419,13082.363233833756,13471.530593919182,13543.562818942768,13694.543666351208,13907.855899069911,14114.423708851737,14254.700913754012,14339.432669068026,14771.826831565157,14895.090258484486,521.5439301782752,-345,13719.986472823904,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-20,10461.493597918796,10675.858709677073,11124.92506615633,11218.13170790761,11355.120283865159,11558.914709051667,11761.97768287959,11936.476091354572,12030.386344958752,12469.97867683742,12622.795734547823,549.1558222950136,-345,11864.2887757555,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-20,11644.54552450233,11842.826697572005,12275.113229362396,12353.342068462345,12519.643926409122,12745.640784598341,12984.794189040407,13154.048871449717,13248.819160811629,13615.846413970463,13827.083759193107,566.0416489905505,-345,13709.955974532324,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-21,45601.99122041975,46110.358524772324,47116.45018914306,47311.70916666059,47687.14771820763,48149.66133384475,48593.968063203574,48903.783183023945,49068.459248650935,49882.50788543844,50178.869780172965,1173.9577574336295,-344,47324.72715191025,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-21,8391.84072005614,8597.014411049275,9140.03651824767,9242.063355248538,9484.833654313485,9736.340522549039,9998.420269985041,10170.117504119895,10293.561836769577,10760.495432967184,10969.699216917097,660.0947664559503,-344,9300.475364068325,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-21,11952.972687207508,12094.043412564084,12555.727387858597,12651.830286491866,12823.778851209774,13033.84823220543,13235.431203079783,13365.393446225673,13446.212615213628,13900.924142387914,14027.818512768976,542.1360480608271,-344,13502.215472692127,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-21,11126.09217477291,11303.621029856524,11689.61137957824,11807.666656261144,11986.295352036275,12209.418134488493,12420.3562588605,12567.6493443139,12673.101773870556,13122.764279538147,13330.10080711011,567.8372274335411,-344,11386.998353848456,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-21,12157.00736983304,12315.96785071874,12698.760668836781,12800.572811419288,12954.054628751439,13163.01015788348,13356.023430531357,13505.575980497724,13597.410767249126,14078.494566880967,14230.575393572573,541.193439809673,-344,13135.03796130134,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-22,45825.40928580482,46151.24224799674,47113.22626383923,47257.786458357834,47544.02087067373,47980.82758737412,48389.310657789654,48737.10205971701,48959.592141930305,49897.079694938955,50299.48595619886,1129.6350333020525,-343,45904.52134857221,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-22,8745.721220347752,8889.060676499776,9428.72415036652,9531.900270478509,9702.207385232428,9998.540635093292,10219.75527742164,10381.227131557782,10480.438237135557,11075.325294495498,11339.821025711164,654.9941821416476,-343,9918.441962247429,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-22,11349.463275763088,11489.958803026664,11869.659063029245,11969.34838408802,12114.80122584712,12295.824605127002,12519.054024748213,12675.351246386352,12745.723136232016,13137.099352860589,13233.72302814251,497.00337125947607,-343,11833.146799118693,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-22,11633.298456907583,11750.308563506958,12211.656980284239,12278.889230100609,12431.95165692315,12666.654779479879,12862.357470383626,12989.414476824259,13095.775290433661,13534.041415722442,13733.44356974354,533.8669678705292,-343,11698.034410667353,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-22,12004.658979960757,12132.073962439383,12592.201436677124,12675.74856637426,12840.78111901375,13060.907815018214,13286.180719748148,13440.684489396364,13521.018063403331,14049.034406620687,14168.53540915292,559.1849271845646,-343,12454.898176538738,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-23,45120.60553684181,45440.57110772958,46394.26425125696,46587.96940032922,46922.251434255166,47382.243797781106,47849.22002775431,48148.25201511287,48377.63712446054,49243.811465107974,49601.18013495836,1154.822262727768,-342,47220.304715590966,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-23,8649.283980263635,8901.41795443503,9394.653302427054,9507.062998994874,9727.489396042278,9987.763474461932,10247.70734426247,10443.765731225209,10557.984594004565,11071.95652507643,11276.777913407568,683.3856327947086,-342,9567.129094979828,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-23,11163.28217823305,11318.392896570991,11711.805536793614,11803.881166947887,11975.588393973998,12183.808796341238,12380.74532266537,12529.527363764848,12616.622721023345,12999.890675301665,13225.798827186034,521.3487261095125,-342,12034.780052447166,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-23,12003.418840718352,12211.153964352941,12694.24757010245,12761.63003709337,12931.096258078363,13141.15558837184,13349.913578247739,13510.50368263993,13597.71516489054,14015.87930367682,14196.819196682445,554.6756344009805,-342,13106.634546470605,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-23,10956.897152346859,11146.73658968799,11603.95304372941,11692.426828891825,11875.78788073178,12109.48259399849,12302.627726681752,12471.314248880723,12566.123214410463,13042.66173357422,13237.649563289693,567.0050980933968,-342,12511.76102169337,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-24,43752.78033473554,44180.99314497988,45078.74944565944,45257.467733713216,45590.509872902876,46035.32759760278,46438.40080163291,46782.33311239293,46960.82482941299,47868.16785017657,48201.584693495664,1135.9120024278045,-341,45895.836449277296,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-24,7582.417173827404,7790.598470664119,8257.006749382615,8395.329398912814,8631.674045746224,8869.679163957599,9127.819670093473,9318.451110567743,9391.287008843665,9927.507558312993,10143.486221877896,657.8090632490655,-341,9206.669011026415,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-24,11666.774697703524,11820.22963841194,12257.237770317592,12367.166495770329,12548.725221669156,12741.82154379394,12935.573654256745,13077.400553867306,13172.40969108616,13612.382717900446,13760.610972942359,538.9465911963459,-341,11923.751967390752,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-24,12144.580518233497,12289.08974411111,12766.053627341296,12864.875881745225,13002.795464537858,13211.10754930009,13445.841563803868,13604.919513869048,13694.064765934616,14167.858926567873,14313.572766751004,553.5016873658011,-341,13703.031823181922,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-24,10072.695501058623,10325.194948568918,10769.48594166452,10849.582728633846,11049.024708810437,11226.124239280973,11441.213316175255,11610.790258032834,11702.337001903523,12135.33687699991,12266.649599694443,547.0311090832976,-341,11062.383647678203,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-25,42222.88337455526,42526.62999745618,43604.06436606008,43780.431954691885,44093.76735113687,44531.25905992616,44990.35250813998,45266.11721318677,45522.398425709674,46549.12792062251,46902.300307539525,1176.823980327562,-340,44146.13747763036,True,aggregate_independent_posterior_pairing
downtown,historical_model_estimate,2025-02-28,2024-03-25,6564.643976687222,6786.351635105731,7306.627810128514,7418.108516606453,7640.001565881467,7910.716070958351,8183.447878873109,8369.260762928132,8466.314289907556,9004.65271308271,9174.482787630195,667.250262470031,-340,7851.936261436672,True,2025-02-28_downtown
fscoffee,historical_model_estimate,2025-02-28,2024-03-25,12442.462970595072,12628.163361579771,13103.073063624306,13171.079615838487,13330.707403146891,13549.576182352772,13725.278517463323,13880.682171332026,13967.009090617452,14435.77255684716,14627.594722143633,531.9052458182264,-340,13385.854548984353,True,2025-02-28_fscoffee
hurricane,historical_model_estimate,2025-02-28,2024-03-25,11242.56992734062,11405.879121030575,11884.790369487833,11989.897669181111,12157.097189726004,12374.677527814532,12573.36105583607,12714.012945418914,12795.17769839807,13254.188172422184,13518.469793800463,561.2767572482906,-340,12341.771743262569,True,2025-02-28_hurricane
springdale,historical_model_estimate,2025-02-28,2024-03-25,9676.941513529518,9862.42121113749,10270.689325313804,10385.489856001805,10537.375970544175,10739.39159314179,10933.51755189894,11128.704185208422,11211.770698591497,11652.584955809058,11867.633041686944,558.7021444574,-340,10566.574923946762,True,2025-02-28_springdale
all,historical_model_estimate,2025-02-28,2024-03-26,42586.928164546254,42858.04490092023,43829.320746469006,44049.66590420999,44425.819180716244,44902.492916553056,45288.31360873093,45676.65101541344,45868.44563732424,46836.50986712542,47194.05831064473,1192.0931442259825,-339,,False,aggregate_independent_posterior_pairing
